Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
311,61906677,Pena,Norman,Holly,55,"2851 Ross River
Jonesmouth, KS 65320",+51 972732043,mbowman@example.com,38949,Femenino,Viudo,Secundaria,Sports development officer,1990-02-18,French Polynesia,Georgia,East Lisafort,Hospital Central,Mixto,2020-04-21,Cardiopatía,5,5,60.1,1.73,27.6,110/87,91,19,37.2,A,-,Medicamentos,3,Sí,10,2024-09-13,3,7,Ninguno,Sí,Sí,3,2,1405,7364,4781,5
312,96949707,Salazar,Mcgrath,Monique,32,"60286 Brianna Square
South Ryan, IA 22609",+51 927129912,nixonjennifer@example.net,32646,Masculino,Divorciado,Secundaria,"Pharmacist, community",1970-09-21,France,South Carolina,Rodriguezchester,Centro Médico Familiar,Público,2022-05-21,Hipertensión,5,9,56.9,1.71,19.7,94/80,85,12,36.5,AB,+,Ninguna,2,No,4,2024-08-05,12,4,Ninguno,No,No,1,1,638,4153,2619,5
313,42894615,Salinas,Rosario,Louis,18,"218 Bauer Center
Davischester, KY 29274",+51 993517915,burnsadam@example.com,48507,Masculino,Casado,Universitario,Secondary school teacher,1960-07-06,Malaysia,Arkansas,Natashastad,Clínica Salud,Privado,2021-08-03,Hipertensión,5,8,84.4,1.91,26.5,103/87,91,12,36.6,A,+,Ninguna,2,Sí,5,2024-10-07,0,9,Ninguno,Sí,No,6,4,1030,9647,3439,3
314,45173897,Rivera,Garcia,Kathleen,22,"138 Deborah Forge
East Eddie, NC 14095",+51 981688860,ychaney@example.net,29605,Femenino,Divorciado,Universitario,"Designer, exhibition/display",1984-09-19,Cape Verde,Tennessee,East Josephfort,Centro Médico Familiar,Mixto,2024-10-18,Diabetes,2,3,94.9,1.69,28.2,116/68,92,14,36.1,B,-,Ninguna,1,Sí,2,2024-06-01,5,0,Frecuente,Sí,No,9,5,1080,5795,2537,1
315,38900202,Hensley,Payne,Brenda,63,"435 Goodwin Freeway Suite 438
Port Sean, PR 12274",+51 913619375,oflores@example.com,37807,Femenino,Viudo,Primaria,"Engineer, broadcasting (operations)",2004-11-02,Niue,South Dakota,Cookland,Clínica Salud,Mixto,2021-03-23,Ninguno,0,9,95.5,1.61,29.3,108/80,97,18,36.1,O,-,Ninguna,0,No,10,2024-08-01,10,9,Ninguno,No,Sí,3,7,1939,6640,1399,2
316,40698279,Burnett,Williams,Samantha,58,"4641 Flowers Squares Apt. 336
Curtisshire, MP 94901",+51 962884503,hannahmiller@example.com,26390,Masculino,Viudo,Secundaria,"Buyer, industrial",1956-09-11,Qatar,Alabama,Jasonport,Clínica Salud,Mixto,2024-04-16,Hipertensión,1,3,71.5,1.71,36.3,100/68,99,20,37.9,O,+,Ninguna,2,No,1,2024-11-09,4,6,Ninguno,Sí,Sí,10,10,681,3231,269,2
317,65863080,Gonzalez,Taylor,Joshua,21,"6269 Sanchez Roads Suite 760
Jenningsshire, IL 01750",+51 989442503,alexa85@example.com,39939,Femenino,Viudo,Universitario,Environmental education officer,1964-09-12,Malawi,Nebraska,Thompsonfort,Centro Médico Familiar,Mixto,2023-05-24,Ninguno,3,10,95.5,1.5,28.6,133/79,91,19,38.0,B,-,Alimentos,0,Sí,1,2024-10-06,12,1,Ninguno,Sí,No,6,10,786,7627,2088,2
318,63253439,Curtis,King,Marc,32,"0071 Cooper Prairie
East Willieshire, NC 22867",+51 985751409,whitewilliam@example.net,29799,Masculino,Soltero,Universitario,Retail merchandiser,1994-05-08,Montserrat,Oklahoma,North Mathewhaven,Hospital Central,Público,2024-07-07,Hipertensión,4,10,88.5,1.75,29.9,105/72,74,18,37.4,A,+,Ninguna,3,No,8,2024-03-15,14,7,Frecuente,Sí,No,9,7,698,7742,3538,4
319,42898764,English,Ramirez,Eric,22,"9138 Munoz Corner
Allenside, OK 56682",+51 998986321,urodriguez@example.com,23055,Femenino,Viudo,Universitario,Commercial horticulturist,1950-07-11,Sao Tome and Principe,Oklahoma,Lake Allison,Centro Médico Familiar,Privado,2022-06-01,Cardiopatía,3,8,82.8,1.87,36.2,105/63,63,20,37.0,A,-,Alimentos,3,Sí,2,2024-10-12,0,10,Ninguno,No,Sí,3,8,1450,5713,1169,2
320,73056877,Sloan,Morrison,David,75,"531 Taylor Isle
Larsonborough, CA 39916",+51 913637575,gregorymartin@example.com,35211,Femenino,Viudo,Primaria,Commercial art gallery manager,1972-07-07,Somalia,Wyoming,South Barbara,Hospital Central,Público,2024-01-21,Diabetes,3,10,78.2,1.86,37.8,99/66,93,13,37.2,AB,-,Ninguna,2,No,3,2024-10-19,15,3,Frecuente,No,Sí,10,4,1847,5413,3116,1
321,59195599,Turner,Brown,Robin,20,"551 Frank Stravenue
Atkinsonburgh, NE 42551",+51 921267237,andrearasmussen@example.net,41667,Masculino,Casado,Secundaria,Chief Technology Officer,1985-06-03,Bermuda,Montana,Cookeport,Centro Médico Familiar,Privado,2022-05-24,Ninguno,1,7,57.9,1.63,28.2,91/67,61,13,36.6,O,+,Alimentos,2,No,7,2024-09-08,12,9,Ninguno,Sí,Sí,3,4,537,5080,4428,2
322,95609706,Griffith,Patterson,Cynthia,73,"52589 Anthony Gateway
South Erica, AS 10592",+51 996268397,murphywilliam@example.net,16989,Femenino,Soltero,Secundaria,Health and safety adviser,1963-04-23,Guadeloupe,Alaska,Lake Kelseymouth,Hospital Central,Privado,2023-04-24,Diabetes,1,9,53.4,1.96,26.4,109/74,87,20,36.1,B,-,Ninguna,0,No,9,2024-02-27,13,10,Frecuente,No,Sí,4,2,888,3042,3629,3
323,74123532,Griffith,Moore,Kimberly,39,"9138 Ryan Parks Apt. 707
Vincentmouth, DE 32020",+51 967527432,cballard@example.net,25545,Masculino,Soltero,Técnico,Geophysical data processor,1999-09-28,Pitcairn Islands,New Jersey,Davidchester,Centro Médico Familiar,Mixto,2021-02-08,Diabetes,3,9,76.6,1.79,33.0,121/77,96,12,36.8,A,+,Medicamentos,0,No,3,2024-03-29,1,9,Ocasional,Sí,No,7,2,526,7884,1852,3
324,43497949,Thomas,Stevenson,Andrea,22,"1802 Jones Wall
Crystalport, CT 18415",+51 928213276,joshua83@example.net,34993,Femenino,Divorciado,Primaria,Geophysicist/field seismologist,1965-10-06,San Marino,South Dakota,West Michaelport,Clínica Salud,Mixto,2021-04-21,Ninguno,4,5,86.0,1.52,33.4,117/73,80,19,38.1,A,-,Alimentos,3,Sí,1,2024-06-11,9,7,Ocasional,Sí,No,2,7,1424,5177,952,2
325,27949239,Simpson,Taylor,Miranda,50,"6970 Miranda Crossing
Browntown, ND 45318",+51 971968116,jeremy31@example.org,47481,Masculino,Viudo,Primaria,"Civil engineer, contracting",1985-08-22,Tanzania,Delaware,West Kristen,Hospital Central,Mixto,2020-01-30,Ninguno,1,6,59.2,1.52,39.5,131/88,95,13,36.4,AB,+,Polen,1,Sí,2,2024-04-23,13,0,Frecuente,Sí,Sí,7,8,869,9153,2636,2
326,59427705,Reyes,Bender,James,33,"4625 Lacey Trail Apt. 311
South Wesley, SD 13315",+51 934391257,isaacgomez@example.net,33524,Masculino,Casado,Secundaria,Transport planner,1958-12-02,American Samoa,Idaho,Port Rachelborough,Centro Médico Familiar,Privado,2024-12-05,Hipertensión,4,8,92.0,1.74,37.5,92/66,64,17,38.0,O,-,Polen,3,Sí,6,2024-04-03,8,4,Ninguno,No,No,2,8,1415,1023,2163,3
327,58997570,Wilson,Diaz,Bradley,35,"380 Eric Cliff
New Jessechester, PW 55651",+51 916749089,iowens@example.org,47670,Femenino,Divorciado,Técnico,Pharmacologist,1956-04-12,New Caledonia,South Carolina,Walkerhaven,Centro Médico Familiar,Privado,2023-10-19,Ninguno,1,9,57.3,1.68,22.5,100/68,77,18,37.4,B,-,Alimentos,1,Sí,9,2024-01-14,3,6,Ninguno,Sí,Sí,9,3,971,2877,773,4
328,30480770,Bird,Ramirez,Christian,60,"USS Porter
FPO AA 21787",+51 944917589,byrdgregory@example.net,29390,Masculino,Viudo,Técnico,Solicitor,1964-04-17,Peru,Wyoming,Brandonfurt,Hospital Central,Mixto,2022-02-03,Diabetes,4,4,51.5,1.79,37.5,98/60,86,17,37.4,O,+,Alimentos,2,Sí,7,2024-06-09,14,9,Ninguno,Sí,No,9,7,1947,7644,3884,1
329,28582330,Boyd,Lyons,Jonathan,49,"72625 Pineda Overpass Suite 134
Ericafort, GU 72617",+51 960882459,april05@example.org,29348,Femenino,Soltero,Secundaria,Technical sales engineer,1994-01-23,Ghana,Indiana,Rickytown,Clínica Salud,Privado,2024-10-04,Diabetes,5,2,65.9,1.98,20.4,106/85,90,18,36.2,B,-,Ninguna,1,Sí,8,2024-03-04,11,4,Ocasional,No,Sí,1,10,369,4132,434,4
330,17282571,Lopez,Bryant,Jorge,31,"Unit 1417 Box 1380
DPO AE 91141",+51 953936531,qsnyder@example.com,11437,Masculino,Viudo,Universitario,Make,1994-04-18,Morocco,Florida,New Dawnburgh,Centro Médico Familiar,Público,2023-01-25,Ninguno,4,8,98.6,1.54,26.9,107/81,67,14,38.0,A,+,Polen,2,Sí,9,2024-06-18,15,7,Ninguno,No,Sí,9,7,406,5144,3296,5
331,11938841,Santiago,Boone,Matthew,52,"49366 Rubio Vista
East Staceyside, MN 48571",+51 938408562,kara46@example.net,35939,Masculino,Viudo,Primaria,Osteopath,1993-03-17,Fiji,Minnesota,Mckayborough,Hospital Central,Mixto,2024-04-18,Ninguno,2,5,98.1,1.87,22.3,125/65,91,12,38.1,A,-,Alimentos,3,Sí,3,2024-05-26,10,10,Frecuente,No,No,2,1,368,3100,2488,1
332,65160140,Martinez,Huffman,Suzanne,26,"5122 Banks Isle Suite 488
South Drew, ND 66827",+51 971028710,brianasanchez@example.com,27988,Masculino,Casado,Técnico,"Horticulturist, commercial",1966-06-19,Wallis and Futuna,Kentucky,East Davidtown,Hospital Central,Público,2022-09-23,Hipertensión,1,6,65.2,1.76,39.1,131/87,99,13,37.3,B,+,Ninguna,2,Sí,0,2024-02-21,11,2,Frecuente,No,No,10,9,368,4020,3293,4
333,33870408,Rodriguez,King,Melissa,64,"0343 Cindy Trafficway
Tiffanystad, VA 52430",+51 953868501,morenojennifer@example.com,10530,Femenino,Casado,Universitario,Transport planner,1972-12-08,Albania,Rhode Island,Erikmouth,Clínica Salud,Público,2020-09-29,Hipertensión,5,7,87.3,1.93,20.2,92/90,82,19,37.4,O,-,Medicamentos,0,No,7,2024-09-21,3,5,Ocasional,Sí,Sí,1,5,1830,2965,1383,1
334,54115667,Clements,Lane,Beth,77,"7669 Gutierrez Gardens Apt. 463
Barryberg, AL 83017",+51 955298556,natalierogers@example.org,47088,Femenino,Casado,Técnico,Broadcast presenter,1955-04-11,Luxembourg,South Carolina,North Alan,Clínica Salud,Público,2021-11-17,Hipertensión,5,5,91.1,1.88,22.0,136/75,88,17,36.8,O,+,Alimentos,2,No,4,2024-01-19,5,8,Ocasional,Sí,No,5,4,1710,5076,3005,2
335,37785655,Allen,Harris,Michael,74,"739 Margaret Lane
South Gabriela, IN 24384",+51 960885459,fabbott@example.net,13214,Masculino,Divorciado,Universitario,Quantity surveyor,1950-07-13,Slovenia,Vermont,Markview,Clínica Salud,Público,2024-04-11,Diabetes,2,3,81.8,1.64,20.9,140/60,87,15,36.5,AB,+,Alimentos,0,Sí,6,2024-04-20,13,7,Frecuente,No,No,9,8,217,3170,3161,2
336,68095853,Frederick,Benson,Angelica,54,"35383 White Summit
Welchfurt, NC 25289",+51 947346970,sparsons@example.net,49741,Femenino,Casado,Universitario,"Geologist, wellsite",1960-08-06,Seychelles,North Dakota,North Tammy,Clínica Salud,Mixto,2021-10-11,Ninguno,3,5,86.9,1.76,21.7,93/87,61,19,38.5,B,+,Alimentos,3,Sí,4,2024-06-13,12,8,Ocasional,Sí,No,3,7,507,1658,2480,1
337,47473252,Carroll,Salinas,David,54,"5565 Eric Mission Suite 135
East Jonathanchester, IL 71319",+51 966581473,dmack@example.org,42553,Femenino,Divorciado,Primaria,Tourism officer,2002-12-29,Egypt,Colorado,West Michael,Centro Médico Familiar,Público,2024-11-11,Cardiopatía,4,1,57.6,1.76,21.7,95/70,70,12,37.8,O,-,Ninguna,0,Sí,5,2024-04-04,2,4,Frecuente,No,No,4,9,1306,4782,446,1
338,97920874,Mcbride,Johnson,Charles,48,"3459 Mike Rest
West Mark, TN 35359",+51 943859311,cardenaskyle@example.com,28756,Masculino,Viudo,Técnico,Theatre manager,1973-09-14,Tanzania,California,Ericashire,Centro Médico Familiar,Mixto,2020-03-21,Ninguno,4,1,59.4,1.81,22.9,128/69,78,15,36.5,A,+,Medicamentos,1,No,2,2024-11-03,4,10,Frecuente,Sí,No,6,6,1077,5095,1628,5
339,87017461,Welch,Hernandez,Kristin,33,"Unit 9801 Box 7246
DPO AP 49996",+51 920993268,bradley90@example.org,25081,Masculino,Divorciado,Técnico,Structural engineer,1945-03-29,Western Sahara,Montana,Port Jenniferland,Clínica Salud,Mixto,2023-12-11,Ninguno,0,9,56.6,1.62,39.0,94/88,72,12,36.4,O,-,Polen,2,No,0,2024-02-29,0,4,Frecuente,Sí,No,8,6,1208,1762,3403,2
340,94509021,Hunt,Brown,Mary,68,"58809 Fernandez Overpass Apt. 818
Lake Tracy, PR 49252",+51 973123515,handerson@example.org,49784,Masculino,Divorciado,Universitario,Chief of Staff,1990-10-08,Cook Islands,Missouri,East Davidville,Clínica Salud,Público,2023-11-08,Hipertensión,1,3,51.3,1.82,19.0,116/88,90,16,38.2,O,+,Medicamentos,0,Sí,5,2024-07-28,10,4,Frecuente,No,No,2,1,389,2182,1976,1
341,15701896,Todd,Marks,Michael,48,"5831 Ronnie Ferry
Kellyville, KS 40830",+51 912601580,taylormelissa@example.com,33089,Femenino,Casado,Secundaria,Technical author,2004-06-07,Belize,New York,Farmerberg,Clínica Salud,Privado,2021-11-17,Cardiopatía,3,6,99.3,1.83,27.5,113/81,82,17,36.5,AB,-,Medicamentos,0,No,9,2024-12-03,8,8,Frecuente,Sí,No,6,8,1825,7467,3123,4
342,66672834,Watson,Hoffman,Christopher,69,"445 House Pines
Port Emilyport, AZ 23780",+51 982399599,elizabeth71@example.org,24352,Masculino,Casado,Técnico,"Production designer, theatre/television/film",1986-10-27,United States of America,Wyoming,Port Kaitlyn,Clínica Salud,Privado,2020-09-30,Ninguno,3,5,80.8,1.83,33.2,132/88,88,15,38.0,O,+,Medicamentos,3,Sí,9,2024-10-10,6,3,Ocasional,No,No,6,9,1854,3178,2884,1
343,51518051,Murphy,Braun,Tim,44,"6089 Russell Ports
East Stacey, SD 02948",+51 916990811,pereztracy@example.org,22460,Masculino,Soltero,Primaria,"Psychologist, counselling",1977-03-24,Namibia,Rhode Island,Lake Jacobborough,Hospital Central,Público,2023-07-08,Cardiopatía,1,8,80.3,1.84,38.5,95/72,74,13,36.0,AB,+,Medicamentos,2,Sí,6,2024-11-07,14,5,Ninguno,Sí,No,9,10,1628,4573,4552,2
344,88847059,Perry,Cohen,Cory,30,"1582 Lynch Falls Suite 972
Port Elizabethbury, MH 04433",+51 956970882,hawkinsrobert@example.org,26425,Femenino,Divorciado,Secundaria,Games developer,1990-08-14,Guyana,Tennessee,Lake Amy,Hospital Central,Público,2023-07-20,Cardiopatía,0,9,80.6,1.77,28.7,136/86,92,16,36.8,A,-,Alimentos,0,No,0,2024-02-20,13,4,Ocasional,No,Sí,7,7,1527,5530,1631,4
345,93729470,Wu,Braun,Joshua,24,"2705 Marvin Junction
South Jayview, MP 28830",+51 940094589,pamelagarza@example.org,18963,Masculino,Viudo,Técnico,Analytical chemist,1969-07-07,Netherlands Antilles,Nebraska,West Kennethside,Hospital Central,Privado,2023-07-23,Ninguno,0,1,79.8,1.79,27.5,98/67,74,15,37.3,A,+,Polen,3,Sí,4,2024-02-06,1,10,Ocasional,Sí,Sí,9,8,511,2845,2507,2
346,51757634,Lowe,Fields,Jamie,24,"66736 Nash Rue
Port Jeanneburgh, SD 46851",+51 997260863,howelldanielle@example.org,16367,Femenino,Soltero,Primaria,Trading standards officer,1983-12-29,Madagascar,Colorado,Blakemouth,Hospital Central,Mixto,2021-04-22,Hipertensión,1,8,61.5,1.81,34.4,97/78,97,15,36.5,A,+,Ninguna,2,Sí,3,2024-08-19,14,8,Ocasional,No,Sí,7,10,305,1046,1670,5
347,70168179,Hernandez,Tran,Heather,60,"4922 Samantha Meadows Suite 532
Pattonmouth, VA 96264",+51 919209801,morrisbrianna@example.com,12583,Masculino,Soltero,Secundaria,Housing manager/officer,1958-03-30,Canada,Virginia,Romerotown,Centro Médico Familiar,Mixto,2021-03-23,Hipertensión,4,8,51.3,1.95,19.0,137/76,81,19,38.1,A,+,Alimentos,0,No,8,2024-10-27,9,8,Frecuente,Sí,Sí,4,4,204,4443,290,3
348,37795447,Stevens,Fisher,Barry,45,"21786 Turner Via Apt. 612
West Nicole, OK 80420",+51 997477029,joseph57@example.net,30246,Femenino,Soltero,Técnico,"Nurse, mental health",1997-06-06,Israel,South Dakota,Dixonfurt,Hospital Central,Mixto,2023-03-01,Ninguno,4,5,54.0,1.77,22.6,97/76,98,17,38.7,A,+,Ninguna,0,Sí,7,2024-05-29,1,4,Ninguno,Sí,No,10,6,1165,2814,793,2
349,73562168,Peterson,Cain,Robert,40,"9301 Fischer Causeway Suite 198
Tammyberg, DE 98758",+51 915403355,michelle59@example.net,38889,Masculino,Casado,Primaria,Minerals surveyor,1950-07-25,Australia,Arkansas,West Tonybury,Hospital Central,Mixto,2022-10-30,Cardiopatía,5,1,89.0,1.51,19.0,132/86,89,12,37.6,O,-,Ninguna,2,Sí,8,2024-10-20,3,10,Frecuente,No,No,6,3,563,1225,3948,4
350,91602121,Gallagher,Morgan,Denise,45,"4065 Kimberly Court
Stephanieville, KY 75746",+51 914164775,hannahross@example.net,12186,Masculino,Casado,Secundaria,"Chemist, analytical",1949-01-21,Latvia,Kansas,Hendersonland,Hospital Central,Público,2022-05-24,Cardiopatía,3,7,56.7,1.73,35.7,127/90,68,16,37.3,B,+,Ninguna,1,Sí,7,2024-06-01,15,7,Frecuente,No,No,7,2,266,7772,3190,4
351,42099252,Torres,Donovan,Eric,44,"2273 George Via
South Donaldmouth, MS 21906",+51 943189803,lorimaxwell@example.org,47982,Masculino,Casado,Técnico,"Designer, textile",1960-07-11,Burundi,Connecticut,East Danielport,Hospital Central,Privado,2022-05-30,Hipertensión,1,5,92.3,1.95,36.5,139/89,78,19,36.1,A,-,Polen,2,Sí,5,2024-11-23,14,1,Ninguno,Sí,No,2,10,473,2752,2620,5
352,57907191,Gregory,Swanson,Nathan,47,"59317 Brent Burg
New Tiffanyland, DE 73835",+51 936757737,catherinetran@example.com,33911,Femenino,Viudo,Secundaria,Environmental health practitioner,1962-12-04,Afghanistan,Minnesota,North Annchester,Clínica Salud,Público,2023-06-08,Hipertensión,4,10,73.4,1.79,29.7,123/68,84,15,37.9,O,-,Medicamentos,2,No,10,2024-06-23,11,2,Frecuente,No,No,4,7,796,6592,3468,5
353,12993166,King,Walters,Chad,73,"3752 Shaw Garden Suite 128
West Stevenbury, NM 04819",+51 912735359,amyweaver@example.net,18612,Femenino,Divorciado,Universitario,Theatre manager,1998-04-02,Mauritius,Montana,Millerland,Clínica Salud,Público,2023-08-13,Hipertensión,0,4,82.5,1.67,25.7,121/88,86,12,37.6,AB,+,Medicamentos,1,No,3,2024-05-09,1,7,Ocasional,No,No,8,3,1927,4380,2392,3
354,88883353,Wong,Wilson,Kathleen,64,"7554 Francisco Overpass Apt. 637
Sheilaville, VI 48623",+51 993394260,christian17@example.com,15906,Masculino,Soltero,Universitario,Translator,2000-01-29,Mexico,Georgia,Port Joannaberg,Clínica Salud,Mixto,2020-10-23,Cardiopatía,1,1,59.2,1.68,30.9,95/67,83,15,38.0,A,+,Medicamentos,0,No,5,2024-10-23,11,0,Frecuente,Sí,No,3,7,951,8324,2480,4
355,60328963,Johnson,Jones,Samantha,21,"057 Jonathan Knolls
South William, AL 19078",+51 930452412,charles04@example.org,29340,Masculino,Casado,Secundaria,Geographical information systems officer,1957-07-19,Saint Martin,Illinois,Joshuamouth,Clínica Salud,Privado,2021-03-28,Cardiopatía,3,9,69.4,1.99,32.6,128/63,90,18,38.0,B,+,Polen,2,Sí,7,2024-10-04,8,5,Ninguno,No,No,4,4,1590,3365,4302,1
356,66388207,Hughes,Gates,John,61,"307 King Radial
Yatesview, NM 58087",+51 942016960,bjohnson@example.org,31411,Femenino,Divorciado,Universitario,Food technologist,1961-02-04,Turkmenistan,South Carolina,Lake Jacob,Hospital Central,Privado,2020-07-25,Hipertensión,4,6,73.7,1.65,35.4,139/85,70,13,36.3,O,+,Alimentos,1,No,7,2024-01-12,13,8,Ninguno,Sí,No,1,4,1604,3408,4816,2
357,43059206,Knight,Smith,Ashley,59,"477 Grant Bridge Suite 121
Lake Jonathanburgh, VT 70059",+51 926941092,joel56@example.org,37230,Masculino,Soltero,Universitario,Politician's assistant,2002-07-04,Anguilla,Nevada,Williammouth,Centro Médico Familiar,Mixto,2023-09-03,Hipertensión,4,4,58.2,1.58,29.0,110/70,99,16,38.1,O,-,Polen,1,No,8,2024-07-01,10,7,Ninguno,No,Sí,9,6,1893,3019,4444,2
358,34704536,Reyes,Gilbert,Sandra,80,"USNV Murphy
FPO AP 63373",+51 973560289,wberry@example.net,21510,Masculino,Divorciado,Secundaria,Food technologist,1979-06-07,Argentina,Montana,Paulbury,Clínica Salud,Público,2024-04-04,Cardiopatía,0,7,61.3,1.85,32.8,127/83,73,20,37.3,O,-,Alimentos,3,Sí,8,2024-01-02,9,7,Ninguno,No,Sí,2,6,1633,7041,4238,4
359,53881582,Thompson,Harris,Craig,59,"13742 Cathy Highway Apt. 045
Port Lisaport, ID 40919",+51 999853245,lyonsfelicia@example.com,23159,Masculino,Soltero,Universitario,Chartered legal executive (England and Wales),1959-09-09,Malta,Indiana,West Kevinmouth,Hospital Central,Público,2024-06-02,Diabetes,4,9,70.4,1.8,29.9,114/85,78,19,37.8,AB,+,Polen,0,Sí,1,2024-11-22,0,2,Ninguno,No,No,8,7,931,6326,284,1
360,48928794,Lewis,Duke,Samantha,24,"714 Ryan Rest Apt. 379
Teresaton, CO 32156",+51 925353091,jason85@example.net,18661,Femenino,Divorciado,Secundaria,"Conservator, furniture",1962-12-25,Iceland,Minnesota,Brayberg,Clínica Salud,Público,2022-08-19,Cardiopatía,4,7,98.4,1.65,30.3,137/83,65,14,36.1,B,+,Alimentos,2,No,1,2024-03-08,8,2,Frecuente,No,No,3,5,1564,7735,1950,5
361,80679290,Hernandez,Doyle,Shelly,21,"6205 Oliver Fort
Haileytown, NH 64054",+51 985694715,johnsonjorge@example.com,45350,Femenino,Casado,Secundaria,Merchant navy officer,1996-09-02,San Marino,Vermont,Lake Lynnstad,Clínica Salud,Privado,2022-04-23,Ninguno,0,7,96.3,1.89,28.3,105/89,90,20,37.1,A,+,Ninguna,1,No,6,2024-10-24,5,1,Ninguno,No,Sí,2,4,1371,7205,992,3
362,88268609,Torres,Scott,Cassandra,43,"27128 Gabriela Light Suite 310
New Peter, NE 17573",+51 939254705,martinezmary@example.net,33976,Masculino,Divorciado,Universitario,"Restaurant manager, fast food",1969-03-28,Turks and Caicos Islands,New Mexico,North Zacharyshire,Clínica Salud,Público,2021-10-13,Ninguno,0,4,97.5,1.63,30.7,117/66,68,15,36.6,AB,+,Alimentos,0,No,1,2024-04-29,9,6,Ninguno,Sí,Sí,5,5,379,9501,3117,3
363,98555022,Haney,Jefferson,Jason,64,"8721 James Parks Suite 324
Kristinborough, NM 67102",+51 972415804,cwhitaker@example.net,44789,Femenino,Divorciado,Técnico,Physiological scientist,1986-04-29,Turkmenistan,South Carolina,Lake William,Clínica Salud,Público,2021-10-03,Cardiopatía,3,3,61.1,1.81,37.8,99/63,71,14,36.7,A,+,Polen,3,No,6,2024-03-03,11,10,Ninguno,No,No,4,4,282,5506,2077,3
364,71245517,Taylor,Wilson,Tonya,39,"USS Diaz
FPO AP 96985",+51 944392446,timothy21@example.net,42885,Masculino,Soltero,Secundaria,Paramedic,1955-09-06,Namibia,Alabama,Jamesstad,Hospital Central,Público,2022-09-26,Ninguno,5,7,83.6,1.79,25.1,101/66,72,13,38.7,B,+,Alimentos,2,No,2,2024-08-31,13,4,Ocasional,Sí,No,7,7,538,8264,4655,5
365,83093176,Tucker,Kim,Victoria,69,"09167 Kimberly Fork
East Christine, MS 24240",+51 959512272,hallmitchell@example.org,27860,Femenino,Divorciado,Secundaria,"Engineer, electronics",1987-10-27,Chad,Tennessee,New Josephtown,Hospital Central,Público,2022-02-10,Diabetes,1,7,60.1,1.79,35.5,107/74,70,14,36.6,O,+,Polen,1,No,0,2024-05-23,0,1,Ocasional,No,Sí,5,10,834,4302,4203,1
366,28263865,Horton,Moss,Courtney,73,"6135 Lisa Radial
West Shannontown, LA 08528",+51 932520277,melissaallen@example.net,20783,Masculino,Viudo,Técnico,"Therapist, sports",1989-05-02,Armenia,West Virginia,South Ericland,Hospital Central,Público,2020-12-01,Diabetes,4,4,60.2,1.83,23.4,116/68,98,13,36.0,A,-,Alimentos,3,No,2,2024-01-17,14,7,Ninguno,Sí,No,4,8,876,3390,4349,2
367,60121450,Alvarado,Combs,Lisa,24,"14807 Jessica Summit
Lake Richard, MI 25322",+51 991321540,mrios@example.com,26840,Masculino,Soltero,Universitario,Health visitor,1996-10-02,Guinea-Bissau,West Virginia,Jeffreyfurt,Centro Médico Familiar,Mixto,2022-04-25,Diabetes,4,5,58.9,1.65,26.5,127/61,91,14,36.1,O,+,Medicamentos,3,Sí,8,2024-01-06,10,5,Frecuente,No,No,9,1,404,4387,1561,5
368,32307165,Moore,Burnett,Chelsey,33,"989 Ian Rest Apt. 454
Danielsmouth, AL 70518",+51 991503378,alexandriaparsons@example.com,41578,Femenino,Divorciado,Primaria,"Biochemist, clinical",1996-10-20,Costa Rica,Tennessee,East Michaelstad,Clínica Salud,Mixto,2024-08-19,Ninguno,0,2,97.7,1.87,24.7,121/77,66,16,36.0,O,+,Polen,3,Sí,1,2024-02-18,9,10,Ocasional,No,Sí,2,10,279,7376,2356,3
369,38897100,Blair,Phelps,Justin,30,"694 White Branch Apt. 423
North Brian, PA 77715",+51 925372341,swansonmelissa@example.com,29342,Masculino,Viudo,Técnico,Wellsite geologist,1974-04-03,Cayman Islands,Mississippi,West Angelatown,Centro Médico Familiar,Privado,2024-10-18,Hipertensión,5,7,72.0,1.51,36.7,113/82,86,15,38.5,A,+,Alimentos,0,No,2,2024-08-17,1,10,Ocasional,No,No,4,4,1393,6786,2816,1
370,87284328,Villegas,Brown,Travis,30,"9857 Eric Haven Apt. 922
Snowborough, HI 63783",+51 931980274,timothymoore@example.org,32198,Masculino,Soltero,Primaria,"Nurse, learning disability",1987-10-03,Malawi,Georgia,Stonemouth,Centro Médico Familiar,Privado,2024-01-12,Diabetes,5,4,80.9,1.74,21.7,97/70,91,20,38.0,A,+,Polen,2,Sí,3,2024-08-08,3,8,Ocasional,No,Sí,1,2,368,4080,1199,2
